NAME,SCHOOL_BOARD,MUN,LATITUDE,LONGITUDE,SCHOOL_TYPE,2013 RATING,2014 RATING,2015 RATING,2016 RATING,2017 RATING,INCOME,INCOME_BINS
WINSTON CHURCHILL COLLEGIATE INSTITUTE,EP,Scarborough,43.7479060751,-79.2781501414,SECONDARY,5.0,3.4,3.5,4.6,4.7,49237.0,2
ST FRANCIS DE SALES CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7541415083,-79.5191277986,ELEMENTARY,4.4,6.1,5.3,5.3,5.8,68267.0,3
ST JEAN DE BREBEUF CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.8025224533,-79.1740441564,ELEMENTARY,7.1,7.7,7.4,7.4,7.0,93696.0,4
ST MALACHY CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.7710290425,-79.1666375963,ELEMENTARY,6.7,6.2,6.5,6.5,6.6,98304.0,4
ST MATTHIAS CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7848988304,-79.3594588683,ELEMENTARY,8.4,7.6,8.0,8.0,7.4,73856.0,3
ST PASCHAL BAYLON CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7922092907,-79.4313251517,ELEMENTARY,5.7,5.6,5.7,5.7,6.3,73984.0,3
DONWOOD PARK JUNIOR PUBLIC SCHOOL - HIGHBROOK SITE,EP,Scarborough,43.7576925875,-79.2624143789,ELEMENTARY,4.6,4.8,4.9,5.3,5.5,76800.0,3
DORSET PARK PUBLIC SCHOOL,EP,Scarborough,43.7502235534,-79.2798651782,ELEMENTARY,4.8,4.1,4.6,5.0,4.6,50432.0,2
DOVERCOURT JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6667441922,-79.4357822098,ELEMENTARY,5.6,4.6,5.2,5.4,4.1,78848.0,3
DOWNSVIEW PUBLIC SCHOOL,EP,North York,43.7311224379,-79.4824390645,SECONDARY,1.4,2.2,1.4,2.3,2.6,47872.0,2
DR NORMAN BETHUNE COLLEGIATE INSTITUTE,EP,Scarborough,43.8121707571,-79.3194316359,SECONDARY,8.1,7.8,7.8,7.7,7.7,82176.0,4
DUBLIN HEIGHTS ELEMENTARY & MIDDLE SCHOOL,EP,North York,43.749105286,-79.4477281725,ELEMENTARY,6.1,6.2,6.4,6.9,6.4,88832.0,4
DUKE OF CONNAUGHT JUNIOR & SENIOR PUBLIC SCHOOL,EP,former Toronto,43.6664031378,-79.3220462223,ELEMENTARY,2.7,3.6,4.2,6.3,5.8,94720.0,4
EARL BEATTY JUNIOR & SENIOR PUBLIC SCHOOL,EP,former Toronto,43.6860266146,-79.3215688477,ELEMENTARY,6.0,3.3,5.4,7.0,6.9,107008.0,5
EARL HAIG PUBLIC SCHOOL,EP,former Toronto,43.6813400397,-79.3212536875,SECONDARY,8.6,8.5,8.6,8.7,8.2,61312.0,3
TAM O'SHANTER JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.7850802489,-79.2976649055,ELEMENTARY,6.4,6.6,6.7,7.2,6.7,45328.0,2
TERRY FOX PUBLIC SCHOOL,EP,Scarborough,43.8159079663,-79.3186895279,ELEMENTARY,9.3,7.5,8.0,7.3,8.0,76416.0,3
THE ELMS JUNIOR MIDDLE SCHOOL,EP,Etobicoke,43.722227299,-79.552113787,ELEMENTARY,3.6,5.8,4.6,4.3,2.1,73472.0,3
THE WATERFRONT SCHOOL,EP,former Toronto,43.6357573919,-79.3971908313,ELEMENTARY,7.2,8.0,7.7,7.8,6.2,76672.0,3
THISTLETOWN COLLEGIATE INSTITUTE,EP,Etobicoke,43.7277351459,-79.5624559414,SECONDARY,5.2,5.8,5.6,3.1,5.0,84992.0,4
THOMAS L WELLS PUBLIC SCHOOL,EP,Scarborough,43.8243793218,-79.2259821944,ELEMENTARY,7.9,8.6,8.3,8.3,8.3,99584.0,4
TOM LONGBOAT JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.8104547841,-79.2316301617,ELEMENTARY,7.6,7.3,7.0,6.1,6.7,73600.0,3
TRANSFIGURATION OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.6915298432,-79.5628740281,ELEMENTARY,8.1,8.4,8.3,8.3,7.0,84992.0,4
URSULA FRANKLIN ACADEMY,EP,former Toronto,43.656522344,-79.4744306485,SECONDARY,8.6,8.6,9.0,8.9,9.1,170155.0,8
VALLEYFIELD JUNIOR SCHOOL,EP,Etobicoke,43.6942243443,-79.5382232115,ELEMENTARY,5.8,6.4,6.3,6.6,5.8,101632.0,5
VAUGHAN ROAD ACADEMY,EP,York,43.691030286,-79.436706077,SECONDARY,4.4,5.2,4.0,5.5,5.5,53120.0,2
VENERABLE JOHN MERLINI CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7565731016,-79.5794145498,ELEMENTARY,6.7,6.6,6.7,6.7,8.2,87808.0,4
ST EDMUND CAMPION CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.7880402945,-79.2160939039,ELEMENTARY,6.5,6.7,6.6,6.6,6.1,85504.0,4
ST EDWARD CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7539604181,-79.4134093328,ELEMENTARY,7.6,8.2,7.9,7.9,8.6,122112.0,6
ST ELIZABETH CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.6349512711,-79.5574599961,ELEMENTARY,5.5,5.9,5.7,5.7,7.9,99840.0,4
ST ELIZABETH SETON CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.7889598531,-79.2467090279,ELEMENTARY,4.9,4.5,4.7,4.7,5.5,77568.0,3
ST EUGENE CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.6926113895,-79.5374950215,ELEMENTARY,4.7,5.8,5.3,5.3,6.7,101632.0,5
ST FIDELIS CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7172961033,-79.4849517595,ELEMENTARY,7.9,7.7,7.8,7.8,6.2,88832.0,4
ST FRANCIS OF ASSISI CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.6562084456,-79.4146313711,ELEMENTARY,6.8,7.8,7.3,7.3,8.3,36224.0,1
ST FRANCIS XAVIER CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7108580978,-79.483410335,ELEMENTARY,2.6,4.5,3.6,3.6,3.9,61952.0,3
ST GABRIEL CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7693665027,-79.3913446309,ELEMENTARY,6.8,5.9,6.3,6.3,5.5,96000.0,4
ST GABRIEL LALEMANT CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.812712247,-79.2267306678,ELEMENTARY,8.1,8.3,8.2,8.2,4.8,65792.0,3
ST GERALD CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7807218842,-79.3263830454,ELEMENTARY,5.3,4.6,4.9,4.9,7.5,96853.0,4
ST GREGORY CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.6596475106,-79.5450244937,ELEMENTARY,7.7,7.2,7.5,7.5,7.1,110592.0,5
ST HELEN CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.652093156,-79.4361595779,ELEMENTARY,7.5,5.7,6.6,6.6,5.6,64256.0,3
ST HENRY CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.8136517004,-79.3283194387,ELEMENTARY,8.8,7.1,8.0,8.0,8.1,83712.0,4
ST ISAAC JOGUES CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7623339482,-79.3219633929,ELEMENTARY,5.3,5.8,5.6,5.6,6.7,47232.0,2
ST JANE FRANCES CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7421567533,-79.5131689303,ELEMENTARY,3.3,4.3,3.8,3.8,3.7,65664.0,3
PALMERSTON AVENUE JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6681534892,-79.4152081963,ELEMENTARY,6.8,7.1,6.9,6.8,6.4,75008.0,3
PAPE AVENUE JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6703604714,-79.3418968355,ELEMENTARY,9.0,9.2,9.1,9.1,9.7,102144.0,5
PARK LAWN JUNIOR MIDDLE SCHOOL,EP,Etobicoke,43.6377151818,-79.496450189,ELEMENTARY,8.7,6.2,7.7,8.3,8.1,153088.0,7
PAULINE JOHNSON JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.7851384647,-79.3035745135,ELEMENTARY,4.3,5.0,4.6,4.6,4.7,55936.0,2
PAULINE JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6624976852,-79.4391469216,ELEMENTARY,5.9,6.2,6.0,5.9,6.1,78848.0,3
PERCY WILLIAMS JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.8126754998,-79.2656617391,ELEMENTARY,7.9,8.0,8.0,8.2,7.5,72960.0,3
PERTH AVENUE JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6628399447,-79.4524229466,ELEMENTARY,6.2,8.1,6.0,3.7,6.0,97536.0,4
PLEASANT PUBLIC SCHOOL,EP,North York,43.7899382723,-79.434684178,ELEMENTARY,8.2,5.8,7.0,6.9,6.6,77056.0,3
POPE PAUL VI CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.6740214864,-79.4577962888,ELEMENTARY,4.8,4.6,4.7,4.7,5.3,58240.0,2
POPLAR ROAD JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.7536690567,-79.1874821205,ELEMENTARY,6.8,6.7,6.9,7.2,7.3,101120.0,5
PRECIOUS BLOOD CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.7393650311,-79.3022406399,ELEMENTARY,6.3,6.5,6.4,6.4,4.7,75520.0,3
QUEEN VICTORIA JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.63625894,-79.434732655,ELEMENTARY,4.5,5.7,5.2,5.3,4.8,49024.0,2
R H KING ACADEMY,EP,Scarborough,43.7226309438,-79.2374532288,SECONDARY,7.9,7.2,7.9,6.9,7.7,66304.0,3
RAWLINSON COMMUNITY SCHOOL,EP,York,43.6839856509,-79.4400466717,ELEMENTARY,4.9,5.4,5.3,5.6,4.9,74240.0,3
REGAL ROAD JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6737837533,-79.44006653860001,ELEMENTARY,7.2,7.9,7.1,6.2,6.1,93952.0,4
ST JEROME CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7488429996,-79.4885451563,ELEMENTARY,5.7,5.4,5.6,5.6,6.2,44416.0,2
ST JOACHIM CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.7128338832,-79.2751472799,ELEMENTARY,5.4,3.9,4.7,4.7,5.3,71424.0,3
ST JOHN BOSCO CATHOLIC ELEMENTARY SCHOOL,ES,York,43.6887243721,-79.4505609929,ELEMENTARY,5.1,6.2,5.7,5.7,5.6,73472.0,3
ST JOHN CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.68022438,-79.294568676,ELEMENTARY,5.5,6.9,6.2,6.2,7.5,59264.0,2
ST JOHN THE EVANGELIST CATHOLIC ELEMENTARY SCHOOL  (temporary site),ES,former Toronto,43.6676822507,-79.4553528919,ELEMENTARY,5.5,5.1,5.3,5.3,6.2,66816.0,3
ST JOHN VIANNEY CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.7379845025,-79.5538495094,ELEMENTARY,6.5,4.4,5.5,5.5,5.4,73856.0,3
ST MICHAEL CATHOLIC ELEMENTARY SCHOOL - BLDG 2,ES,former Toronto,43.6469190217,-79.3698277278,ELEMENTARY,4.3,4.5,4.4,4.4,5.7,40576.0,2
ST MICHAEL'S CHOIR SCHOOL - CHORAL BLDG,ES,former Toronto,43.6550731702,-79.3780803134,ELEMENTARY,10.0,9.2,9.6,9.6,9.9,55168.0,2
ST MONICA CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.7101678628,-79.3976309433,ELEMENTARY,6.1,6.9,6.5,6.5,7.5,52544.0,2
ST NICHOLAS CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.747652397,-79.2328586896,ELEMENTARY,5.2,6.2,5.7,5.7,6.1,83072.0,4
ST NICHOLAS OF BARI CATHOLIC ELEMENTARY SCHOOL,ES,York,43.6828329611,-79.4604964609,ELEMENTARY,4.5,4.9,4.7,4.7,5.7,73557.0,3
ST NORBERT CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7341088849,-79.464503304,ELEMENTARY,6.4,5.7,6.1,6.1,5.8,90496.0,4
ST PATRICK CATHOLIC SECONDARY SCHOOL,ES,former Toronto,43.6784589158,-79.3280068649,SECONDARY,6.2,6.4,6.7,7.4,6.8,85120.0,4
MONSIGNOR PERCY JOHNSON CATHOLIC SECONDARY SCHOOL,ES,Etobicoke,43.7207032497,-79.5720201792,SECONDARY,4.6,5.2,3.7,5.4,4.3,83072.0,4
MONTROSE JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6586901688,-79.418846963,ELEMENTARY,7.6,7.9,7.9,8.1,8.3,72448.0,3
MORRISH PUBLIC SCHOOL,EP,Scarborough,43.793196535,-79.1792732078,ELEMENTARY,9.2,7.3,8.3,8.3,7.3,107904.0,5
MORSE STREET JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6601755035,-79.3401699114,ELEMENTARY,6.0,8.1,7.4,8.2,6.9,65408.0,3
MOTHER CABRINI CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.6637866844,-79.5863113841,ELEMENTARY,7.4,6.9,7.2,7.2,6.1,113664.0,5
MUIRHEAD PUBLIC SCHOOL,EP,North York,43.7788926281,-79.3374534066,ELEMENTARY,4.6,4.5,4.7,5.1,4.7,81920.0,4
NATIVITY OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.6531318163,-79.5753734723,ELEMENTARY,6.1,7.0,6.6,6.6,8.3,101120.0,5
NEIL MCNEIL CATHOLIC HIGH SCHOOL,ES,Scarborough,43.679234854,-79.283097152,SECONDARY,7.4,7.7,7.8,7.3,7.0,83712.0,4
NELSON MANDELA PARK PUBLIC SCHOOL,EP,former Toronto,43.658352746,-79.360602911,ELEMENTARY,3.4,3.0,3.5,4.1,2.1,57280.0,2
NEWTONBROOK SECONDARY SCHOOL,EP,North York,43.7935577423,-79.4262458447,SECONDARY,5.2,4.8,4.6,5.1,4.6,53035.0,2
NIAGARA STREET JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6439460411,-79.4082561689,ELEMENTARY,4.2,3.6,4.3,5.1,5.6,51840.0,2
NILE ACADEMY - BLUE HAVEN CAMPUS (GIRLS),PR,North York,43.7445301946,-79.5582663201,ELEMENTARY,8.0,5.9,8.0,10.0,10.0,51200.0,2
NORMAN COOK JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.7190477327,-79.2577983189,ELEMENTARY,3.5,3.7,3.7,3.8,2.8,65536.0,3
NORTH AGINCOURT JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.7964623214,-79.2762160118,ELEMENTARY,7.8,7.9,7.8,7.7,6.9,76672.0,3
NORTH ALBION COLLEGIATE INSTITUTE,EP,Etobicoke,43.7471501635,-79.5851460803,SECONDARY,3.8,4.0,3.5,4.9,4.2,50005.0,2
NORTH BRIDLEWOOD JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.788924963,-79.3185903066,ELEMENTARY,7.3,6.9,7.2,7.5,6.6,103040.0,5
NORTH KIPLING JUNIOR MIDDLE SCHOOL,EP,Etobicoke,43.7517706859,-79.5848958539,ELEMENTARY,6.9,7.4,6.7,5.8,6.1,59520.0,2
NORTH PREPARATORY JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.7054909187,-79.4203882814,ELEMENTARY,7.8,7.4,7.5,7.4,8.5,90752.0,4
NORTH TORONTO ACADEMY,PR,former Toronto,43.7301087409,-79.4031447497,SECONDARY,8.6,8.1,8.8,8.4,8.5,107349.0,5
NORTHLEA ELEMENTARY & MIDDLE SCHOOL,EP,East York,43.714632217,-79.3701766782,ELEMENTARY,7.5,8.4,8.2,8.6,8.8,178688.0,8
NORTHMOUNT,PR,North York,43.7477309231,-79.3499354499,ELEMENTARY,9.3,9.3,9.3,9.3,9.4,117504.0,5
NORTHVIEW HEIGHTS SECONDARY SCHOOL,EP,North York,43.774429207,-79.44632478,SECONDARY,5.8,7.2,7.3,7.5,6.5,86016.0,4
NORWAY JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6762876341,-79.3066719099,ELEMENTARY,5.1,5.9,5.6,5.8,7.2,84224.0,4
NOTRE DAME CATHOLIC HIGH SCHOOL,ES,former Toronto,43.6806943732,-79.2931345797,SECONDARY,6.9,7.8,7.8,7.6,7.7,22976.0,1
OAKWOOD COLLEGIATE INSTITUTE,EP,former Toronto,43.678664473,-79.4363822617,SECONDARY,3.4,4.3,4.1,3.7,3.2,56363.0,2
OGDEN JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6500221972,-79.3951300942,ELEMENTARY,0.4,6.2,3.9,5.2,6.5,60544.0,3
ORDE STREET JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6586360728,-79.392263319,ELEMENTARY,8.7,8.5,8.4,8.0,7.7,18176.0,0
ORIOLE PARK JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.7025801424,-79.4096965213,ELEMENTARY,8.8,9.6,8.8,8.1,8.6,79360.0,3
OUR LADY OF GRACE CATHOLIC ELEMENTARY SCHOOL,ES,Scarborough,43.8121279242,-79.2750972389,ELEMENTARY,7.1,8.8,8.0,8.0,7.2,84736.0,4
OUR LADY OF LOURDES CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.6660520793,-79.3746987923,ELEMENTARY,5.8,6.6,6.2,6.2,6.1,41408.0,2
OUR LADY OF PEACE CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.6465208217,-79.5410814414,ELEMENTARY,6.6,6.9,6.8,6.8,7.2,134656.0,6
OUR LADY OF PERPETUAL HELP CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.6873070784,-79.3833081174,ELEMENTARY,9.9,9.8,9.9,9.9,8.9,468992.0,10
OUR LADY OF SORROWS CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.6480230978,-79.5183283157,ELEMENTARY,7.7,8.6,8.2,8.2,8.4,187392.0,9
OUR LADY OF THE ASSUMPTION CATHOLIC ELEMENTARY SCHOOL,ES,North York,43.7161979888,-79.4312862489,ELEMENTARY,5.5,3.4,4.5,4.5,3.9,57600.0,2
OUR LADY OF VICTORY CATHOLIC ELEMENTARY SCHOOL,ES,York,43.6833297097,-79.4903180519,ELEMENTARY,5.4,4.0,4.7,4.7,3.4,59520.0,2
OWEN PUBLIC SCHOOL,EP,North York,43.7490647823,-79.3925194396,ELEMENTARY,8.9,8.8,8.7,8.5,7.9,199168.0,9
ADAM BECK JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.6831603952,-79.288491094,ELEMENTARY,7.1,8.1,7.2,6.4,6.9,114560.0,5
AGINCOURT COLLEGIATE INSTITUTE,EP,Scarborough,43.7888824512,-79.2789131667,SECONDARY,8.3,7.6,8.3,7.7,8.0,93440.0,4
ALBERT CAMPBELL COLLEGIATE INSTITUTE,EP,Scarborough,43.8090228385,-79.2734097852,SECONDARY,6.5,6.5,6.9,6.8,6.3,57728.0,2
ALBION HEIGHTS JUNIOR MIDDLE SCHOOL,EP,Etobicoke,43.731388262,-79.594315501,ELEMENTARY,5.9,7.2,6.6,6.7,6.0,69888.0,3
ALEXANDER STIRLING PUBLIC SCHOOL,EP,Scarborough,43.8116649478,-79.2076091314,ELEMENTARY,4.9,6.3,5.2,4.3,3.8,72320.0,3
ALEXMUIR JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.8091179409,-79.2856167114,ELEMENTARY,7.7,7.6,7.4,7.0,7.3,66560.0,3
ALL SAINTS CATHOLIC ELEMENTARY SCHOOL,ES,Etobicoke,43.6856264973,-79.5271662142,ELEMENTARY,7.5,7.2,7.4,7.4,8.0,31296.0,1
ALLENBY JUNIOR PUBLIC SCHOOL,EP,former Toronto,43.7094442341,-79.4127909823,ELEMENTARY,8.3,8.6,8.5,8.6,8.4,188928.0,9
ALVIN CURLING PUBLIC SCHOOL,EP,Scarborough,43.80849215,-79.1906336,ELEMENTARY,7.8,7.3,7.8,8.2,8.3,110848.0,5
ANNETTE STREET JUNIOR & SENIOR PUBLIC SCHOOL,EP,former Toronto,43.6614317701,-79.4728345371,ELEMENTARY,4.8,6.2,5.7,6.2,6.6,110336.0,5
ANSON PARK PUBLIC SCHOOL,EP,Scarborough,43.7262181766,-79.2412907978,ELEMENTARY,4.5,5.1,4.9,5.2,5.2,84224.0,4
ANSON S TAYLOR JUNIOR PUBLIC SCHOOL,EP,Scarborough,43.8043005902,-79.261564543,ELEMENTARY,7.4,7.3,7.1,6.5,6.2,71936.0,3
ARCHBISHOP ROMERO CATHOLIC SECONDARY SCHOOL,ES,York,43.680332871,-79.480796816,SECONDARY,5.0,3.9,4.5,4.5,4.7,22048.0,1
ARMOUR HEIGHTS PUBLIC SCHOOL,EP,North York,43.7409186369,-79.4195255366,ELEMENTARY,7.7,7.4,7.7,8.0,7.5,65152.0,3
EAST YORK ALTERNATIVE SECONDARY SCHOOL,EP,East York,43.694999943,-79.3252988606,SECONDARY,3.8,4.9,4.4,5.0,3.8,89856.0,4
ST PAUL CATHOLIC ELEMENTARY SCHOOL,ES,former Toronto,43.6554975216,-79.3617374176,ELEMENTARY,3.7,3.7,3.7,3.7,5.6,65792.0,3
